,pro/lib,idiom,final
84,new_completion_result_lib_5_combine1.pkl,"Point p = GeohashUtils.decode(f.stringValue(),ctx);","Yes, it can be considered a common coding pattern as it uses a well-defined utility method (GeohashUtils.decode) to convert a geohash string to a Point object. This pattern reduces the complexity of the code and enhances its readability by using an established solution rather than reinventing the wheel. Additionally, this pattern can be easily reused in other parts of the codebase that require geohash decoding, promoting code consistency and reducing code redundancy."
85,new_completion_result_lib_5_combine1.pkl,long temp =Double.doubleToRawLongBits(degreesToDist);result = 31 * result + (int) (temp ^ (temp >>> 32));,"Yes, it can be considered a common coding pattern or code idiom. This is because it is a common way of generating consistent hash codes for objects with double or float fields. The use of the 31 constant and the bitwise operations on the long value generated by Double.doubleToRawLongBits() are also commonly seen in similar implementations."
87,new_completion_result_lib_5_combine1.pkl,"if (h1 != null && h2 != null && h1.equals(h2) == false){Point p1 = GeohashUtils.decode(h1,ctx);result = ctx.getDistCalc().distance(p1, p2) * degreesToDist;}","Yes, this can be considered a common coding pattern or code idiom. 

The code checks if two hash codes are not equal and then decodes the first hash code into a point object before calculating the distance between the two points using a distance calculator. This pattern is commonly used in geospatial applications where distances between two points need to be calculated based on their latitude and longitude coordinates represented by hash codes. The code also shows good coding practices by checking for null values and using appropriate variable names."
88,new_completion_result_lib_5_combine1.pkl,"if (h1 != null && h2 != null && h1.equals(h2) == false){Point p1 = GeohashUtils.decode(h1,ctx);Point p2 = GeohashUtils.decode(h2,ctx);result = ctx.getDistCalc().distance(p1, p2) * degreesToDist;}","Yes, it can be considered a common coding pattern or code idiom. 

This code checks if two geohashes are not null and not equal to each other, then decodes them into Points using GeohashUtils and calculates the distance between them using the distance calculator provided by the GeoTools library. This pattern of checking for null values, performing some decoding or calculation, and returning a result is a common pattern in many programming languages, particularly in Java. Therefore, it can be considered a common coding pattern or code idiom."
90,new_completion_result_lib_5_combine1.pkl,"Rectangle bounds = getWorldBounds();if (!(x >= bounds.getMinX() && x <= bounds.getMaxX()))
      throw new InvalidShapeException(""Bad X value ""+x+"" is not in boundary ""+bounds);","Yes, this can be considered a common coding pattern or code idiom. It is a common practice to check if a value or input is within a certain boundary, and to throw an exception if it is not. This helps ensure the integrity and validity of the data being processed, and is a fundamental principle in software engineering. Additionally, the use of the ! (not) operator and the && (and) operator is a common way to check if a value falls within a range."
91,new_completion_result_lib_5_combine1.pkl,Rectangle bounds = getWorldBounds();,"Yes, it can be considered a common coding pattern or code idiom. This is because getting the world bounds of a rectangle is a common operation in many applications, especially in games or graphic applications where objects need to be contained within a certain area. Using the getWorldBounds() method is a standardized and efficient way to obtain the rectangle's bounds, and it is likely that other developers have used this same method in their code as well."
92,new_completion_result_lib_5_combine1.pkl,"if (isGeo()){verifyX(minX);if (minX == 180 && minX != maxX){minX = -180;} else if (maxX == -180 && minX != maxX){maxX = 180;}} else{if (!(minX >= bounds.getMinX() && maxX <= bounds.getMaxX()))
        throw new InvalidShapeException(""X values [""+minX+"" to ""+maxX+""] not in boundary ""+bounds);}","Yes, it can be considered a common coding pattern or code idiom. This code snippet checks if the application is running in a geographic context and adjusts the X values accordingly. If not, it verifies that the X values are within the boundaries and throws an exception if they are not. This pattern is commonly used to handle different scenarios or conditions in code and ensure that the application runs correctly and handles errors appropriately."
94,new_completion_result_lib_5_combine1.pkl,if (out == null || out.length != dimension) out = new String[dimension];,"Yes, it can be considered a common coding pattern. 

This code pattern checks whether the output string array is null or has a different length than the specified dimension. If either of these conditions is true, a new string array is created and assigned to the output. This pattern ensures that the output array has the correct length and is not null before proceeding with any further operations.

This code pattern is commonly used in many programming languages and is considered a standard best practice for defensive programming. Therefore, it can be considered a common coding pattern or code idiom."
,,,
97,new_completion_result_lib_5_combine1.pkl,for (Shape geom : geoms){},"Yes, it can be considered a common coding pattern or code idiom. It is a common way to iterate over a collection of objects in Java using the for-each loop. The syntax is well-known and widely used in Java programming, making it a recognizable pattern for developers. Additionally, using a for-each loop can help to make code more concise and easier to read compared to traditional for loops."
98,new_completion_result_lib_5_combine1.pkl,for (Shape geom : geoms){sum += geom.getArea(ctx);},"Yes, it can be considered a common coding pattern because it is a form of iteration over a collection of objects and performing a common operation on each object. This pattern is often used in object-oriented programming and is known as a for-each loop. In this specific code snippet, it is used to calculate the sum of the areas of all shapes in a given collection."
99,new_completion_result_lib_5_combine1.pkl,for (Shape geom : geoms){SpatialRelation sect = geom.relate(other);},"Yes, it can be considered a common coding pattern because it demonstrates the use of a for-each loop to iterate through a collection and perform the same operation on each item. Additionally, the use of the ""relate"" method to determine spatial relationships is commonly used in geographic information systems (GIS) and other applications that deal with spatial data."
100,new_completion_result_lib_5_combine1.pkl,List<T> list = cache[docid];if( list == null ){list = cache[docid] = new ArrayList<T>(defaultLength);},"Yes, this can be considered a common coding pattern or code idiom known as lazy initialization. In this pattern, the object is only created when it is actually needed, which can improve performance and reduce memory usage. In this specific case, the code checks if a list already exists for the given docid and creates a new one only if it does not already exist. This allows for efficient use of memory and avoids creating unnecessary objects."
101,new_completion_result_lib_5_combine1.pkl,"if (cache != null){builder.field(""_cache"", cache);}","Yes, it can be considered a common coding pattern or code idiom because it follows the principle of defensive programming where the code checks for null values before accessing an object or invoking a method to prevent unexpected errors or exceptions. In this case, the code checks if the cache variable is not null before setting the value of the ""_cache"" field in the builder object. This ensures that the code will not throw a NullPointerException if the cache variable is null. This pattern is widely used in Java and other programming languages to improve code stability and reliability."
102,new_completion_result_lib_5_combine1.pkl,"final SpatialOperation op = args.getOperation();Shape shape = args.getShape();int detailLevel = grid.getLevelForDistance(args.resolveDistErr(ctx, distErrPct));","Yes, it can be considered a common coding pattern or code idiom. 

The use of getters to retrieve an operation and shape, as well as calculating a detail level based on a given distance error percentage, are common practices in many spatial analysis and visualization applications. Additionally, setting a variable based on the retrieved operation and shape is also a common coding pattern. Therefore, this code snippet exemplifies a common code idiom used in spatial programming."
103,new_completion_result_lib_5_combine1.pkl,"final SpatialOperation op = args.getOperation();if (op != SpatialOperation.Intersects)
      throw new UnsupportedSpatialOperation(op);","Yes, it can be considered a common coding pattern or code idiom. This pattern is used to handle unsupported operations in a clean and consistent way throughout the codebase. By throwing an exception when an unsupported operation is encountered, the code can gracefully handle unexpected scenarios and prevent unwanted behavior. Additionally, this pattern allows for easy maintenance and expansion of the codebase by keeping the handling of unsupported operations modular and consistent."
105,new_completion_result_lib_5_combine1.pkl,"int detailLevel = grid.getLevelForDistance(args.resolveDistErr(ctx, distErrPct));","Yes, it can be considered a common coding pattern because it is a standard way of calculating the level of detail (LOD) for a grid based on a given distance error percentage. This approach is widely used in various applications that require the rendering of complex graphical data, such as maps, video games, and 3D modeling software. Therefore, the code idiom is a common and established practice in software engineering."
106,new_completion_result_lib_5_combine1.pkl,"final FunctionValues vals1 = p1.getValues(context, readerContext);final FunctionValues vals2 = p2.getValues(context, readerContext);","Yes, it can be considered a common coding pattern. 

This line of code is used to retrieve the function values for two different parameters (`p1` and `p2`) in the context of a specific reader context. This is a common operation in information retrieval and search engine related code where functions are used to calculate relevance scores of search results based on different parameters such as term frequency, document length, etc. 

Therefore, this line of code can be considered a common coding pattern or code idiom in these contexts."
107,new_completion_result_lib_5_combine1.pkl,"&& p1.equals(other.p1) &&
            p2.equals(other.p2) && radius == other.radius;","Yes, it can be considered a common coding pattern or code idiom called the ""equals"" method. This method is used to compare two objects for equality, which typically involves checking if their attributes or properties are the same. In this case, the code is checking if the two circle objects have the same center point and radius. This type of comparison is often used in object-oriented programming and is considered a standard practice for defining equality between objects."
108,new_completion_result_lib_5_combine1.pkl,"double[] p1D = new double[2];p1DV.doubleVal(doc, p1D);if (convertToRadians){y1 = p1D[0] * DistanceUtils.DEGREES_TO_RADIANS;x1 = p1D[1] * DistanceUtils.DEGREES_TO_RADIANS;} else{y1 = p1D[0];x1 = p1D[1];}","Yes, it can be considered a common coding pattern or code idiom. This code pattern is used to convert latitude and longitude coordinates from degrees to radians if needed, and stores the converted values in the variables y1 and x1. The use of an array to store the latitude and longitude values is also a common pattern in coding for improved modularity and flexibility."
109,new_completion_result_lib_5_combine1.pkl,"standardValueSourceParsers.put(dest, standardValueSourceParsers.get(source));","Yes, it can be considered a common coding pattern or code idiom as it is a simple way to copy the value source parser from one variable to another, which is a common task in programming. This pattern also makes the code more readable and easier to understand."
110,new_completion_result_lib_5_combine1.pkl,tinfo.val = fp.parseArg();,"Yes, because assigning a parsed argument value to a variable is a common task in programming, and the use of a specific parsing method (in this case, fp.parseArg()) suggests that this is a standard approach within the codebase."
111,new_completion_result_lib_5_combine1.pkl,tinfo.indexedBytes = new BytesRef();,"Yes, it can be considered a common coding pattern or code idiom. This code initializes a new empty BytesRef object which is a commonly used data structure in Lucene/Solr indexing and search. Initializing it to an empty value is often necessary in various operations involving this data structure. Therefore, this code idiom is widely used in Lucene/Solr-based applications."
112,new_completion_result_lib_5_combine1.pkl,for (int i = 0; i < dim; i++){dest1.add(sources.get(i));}for (int i = dim; i < sources.size(); i++){dest2.add(sources.get(i));},"Yes, the code can be considered a common coding pattern or code idiom because it is typical to split a list into two parts based on a certain condition or index, and then add the elements from each part to separate lists. This pattern is often used in programming languages that offer list manipulation functions or in situations where a large list needs to be divided into smaller, more manageable groups."
113,new_completion_result_lib_5_combine1.pkl,for (int i = 0; i < dim; i++){dest1.add(sources.get(i));},"Yes, the code can be considered a common coding pattern or code idiom because it is typical to split a list into two parts based on a certain condition or index, and then add the elements from each part to separate lists. This pattern is often used in programming languages that offer list manipulation functions or in situations where a large list needs to be divided into smaller, more manageable groups."
114,new_completion_result_lib_5_combine1.pkl,if (sources.size() == 2){boolean s1MV = sources.get(0) instanceof MultiValueSource;if (s1MV && s2MV){} else if (s1MV ||              s2MV){}},"Yes, it can be considered a common coding pattern or code idiom. This code checks if the sources list contains two elements and then performs different actions based on whether both elements are instances of MultiValueSource or only one of them is. This pattern of checking conditions based on the type or state of objects is widely used in programming and can be seen in many different contexts."
115,new_completion_result_lib_5_combine1.pkl,"if (sources.size() == 2){} else{List<ValueSource> sources1 = new ArrayList<ValueSource>(dim);splitSources(dim, sources, sources1, sources2);mvr.mv1 = new VectorValueSource(sources1);}","Yes, it can be considered a common coding pattern or code idiom because it follows the common practice of checking a condition using an if-else statement and performing different actions based on the outcome of the condition. If the condition (size of sources) is true, a certain action is performed, and if it is false, another action is performed. This pattern is used to handle different scenarios and conditions in a program and is used extensively in programming. Additionally, the code uses ArrayList and VectorValueSource, which are also common data structures used in coding."
116,new_completion_result_lib_5_combine1.pkl,"dv1.doubleVal(doc, vals1);dv2.doubleVal(doc, vals2);","Yes, it can be considered a common coding pattern or code idiom because it is a repetitive sequence of code that follows a standard format and is used frequently in programming to extract values from documents or objects. This pattern is often used when working with data structures, databases, and APIs, and has become a standard way of accessing and manipulating data in various programming languages. As such, it is recognized by developers as a common and useful code idiom that helps to streamline and simplify their coding tasks."
117,new_completion_result_lib_5_combine1.pkl,"throw new UnsupportedOperationException(""Can only index Point, not "" + shape);","Yes, it can be considered a common coding pattern or code idiom. This is because it is a common practice in object-oriented programming to have specific methods or operations that only work with certain types of objects. When an operation is attempted on an object that it does not work with, throwing an exception is a common way to handle this situation in a clear and concise manner. The specific message in the exception also helps with debugging and understanding the issue at hand. Therefore, this is a widely used pattern in programming and can be considered a code idiom."
118,new_completion_result_lib_5_combine1.pkl,"precisionStep = p;if (precisionStep<=0 || precisionStep>=64)
      precisionStep=Integer.MAX_VALUE;","Yes, it can be considered a common coding pattern or code idiom because it is a way of setting a variable value to a certain range or default value. In this case, the precisionStep variable is being checked to ensure that it falls within a valid range (greater than 0 and less than 64) and if it doesn't, it is being set to a default value of Integer.MAX_VALUE. This kind of validation and initialization is often used in programming to ensure that variables have valid values and to provide fallback values if they don't."
119,new_completion_result_lib_5_combine1.pkl,"if(! SpatialOperation.is( args.getOperation(),        SpatialOperation.Intersects,        SpatialOperation.IsWithin ))      throw new UnsupportedSpatialOperation(args.getOperation());","Yes, it can be considered a common coding pattern or code idiom. 

This code block is performing a validation check on a given spatial operation to ensure that it is either ""Intersects"" or ""IsWithin"". If it is not one of these two options, an exception is thrown. This type of validation check is commonly used in software development to ensure that only valid inputs are passed into a method or function. 

By using this pattern, the code is more robust and less prone to errors caused by invalid inputs. It also makes the code more readable and easier to maintain, since the validation check is encapsulated within a single block of code that can be easily reused in other parts of the application. Overall, this pattern promotes better coding practices and helps to improve the overall quality of the software."
120,new_completion_result_lib_5_combine1.pkl,"SpatialOperation op = args.getOperation();if( SpatialOperation.is( op,        SpatialOperation.BBoxWithin,        SpatialOperation.BBoxIntersects ) ){}    else if( SpatialOperation.is( op,      SpatialOperation.Intersects,      SpatialOperation.IsWithin ) ){}    else if( op == SpatialOperation.IsDisjointTo ){}}","Yes, this can be considered a common coding pattern or code idiom because it is a series of conditional statements used to check for different spatial operations based on the input argument. This is a common practice when working with spatial data and can be found in many libraries and frameworks related to GIS and mapping."
121,new_completion_result_lib_5_combine1.pkl,"if( SpatialOperation.is( op,        SpatialOperation.BBoxWithin,        SpatialOperation.BBoxIntersects ) ){}","Yes, this can be considered a common coding pattern or code idiom because it is frequently used in code that involves spatial operations and is easily recognizable by experienced developers in this field. The if statement checks if the operation is a bounding box operation and whether it involves within or intersection testing, which are common spatial operations used in many different applications. This pattern helps make code more efficient and easier to read, and is therefore commonly used by developers who work with spatial data."
122,new_completion_result_lib_5_combine1.pkl,"if( SpatialOperation.is( op,        SpatialOperation.BBoxWithin,        SpatialOperation.BBoxIntersects ) ){}    else if( SpatialOperation.is( op,      SpatialOperation.Intersects,      SpatialOperation.IsWithin ) ){}","Yes, this can be considered a common coding pattern or code idiom because it involves checking for certain operations (BBoxWithin, BBoxIntersects, Intersects, and IsWithin) and performing different actions based on which ones are present. This type of conditional branching based on specific operations or inputs is a common pattern in many programming languages and can be used to handle a variety of situations."
124,new_completion_result_lib_5_combine1.pkl,"if (bbox.getCrossesDateLine()){bq.add(rangeQuery(fieldNameX, null, bbox.getMaxX()), BooleanClause.Occur.SHOULD );bq.add(rangeQuery(fieldNameX, bbox.getMinX(), null), BooleanClause.Occur.SHOULD );} else{bq.add(rangeQuery(fieldNameX, bbox.getMinX(), bbox.getMaxX()), MUST);}","Yes, it can be considered a common coding pattern or code idiom because it is a frequently used conditional statement that handles situations where a bounding box crosses the date line, and it adds relevant range queries to a boolean query accordingly. This pattern is commonly used in geographic information systems and spatial databases."
125,new_completion_result_lib_5_combine1.pkl,"if (bbox.getCrossesDateLine()){bq.add(rangeQuery(fieldNameX, null, bbox.getMaxX()), BooleanClause.Occur.SHOULD );}","Yes, it can be considered a common coding pattern or code idiom because it is a common solution to deal with the special case of polygons that cross the International Date Line. The if statement checks if the bbox crosses the date line and then adds a range query for the X field to the BooleanQuery. This is a common approach in geospatial programming to ensure that features that cross the date line are correctly handled."
126,new_completion_result_lib_5_combine1.pkl,"scanCell = grid.getNode(term.bytes, term.offset, term.length, scanCell);","Yes, it can be considered a common coding pattern or code idiom. This is because it is a common practice in programming to use a method, such as grid.getNode(), to retrieve a specific value or object from a data structure, such as a grid, using a set of parameters, such as the term.bytes, term.offset, and term.length in this case. This code pattern is often used when working with arrays, lists, or other types of data structures where the location of a specific element needs to be identified and retrieved."
127,new_completion_result_lib_5_combine1.pkl,"if (queryExtent.getCrossesDateLine()){if (target.getCrossesDateLine()){double left = Math.max(queryExtent.getMinX(), target.getMinX());width = right + 360.0 - left;}} else{width = right - left;}","Yes, it can be considered a common coding pattern or code idiom because it is a conditional statement for calculating the width of a geographical area that involves checking if the area crosses the date line and adjusting the calculation accordingly. This type of pattern is commonly used in geographical applications and can be useful for dealing with specific edge cases."
129,new_completion_result_lib_5_combine1.pkl,"if ((width > 0) && (height > 0)){double queryFactor = Math.pow(queryRatio, queryPower);score = queryFactor * targetFactor * 10000.0;if (exp!=null){exp.addDetail( e = new Explanation((float)queryFactor, ""Query"") );}}","Yes, it can be considered a common coding pattern or code idiom because it follows the logic of checking if certain conditions are true before proceeding with a calculation or operation, and it also includes a conditional statement for adding additional details if a certain condition is met. This type of structure can be seen in many programming languages and is often used for error handling and input validation."
130,new_completion_result_lib_5_combine1.pkl,"if (target == null || queryArea <= 0){}if ((width > 0) && (height > 0)){double queryRatio = intersectionArea / queryArea;if (exp!=null){e.addDetail(new Explanation((float)queryArea, ""area""));}}","Yes, this can be considered a common coding pattern or code idiom. The reason is that this code section checks for null values and invalid query areas before proceeding with the main logic. It also calculates the query ratio and adds details to the explanation if an exception is not raised. This follows a commonly used programming practice of checking for errors or edge cases before moving forward with the main logic. Additionally, the use of if statements and variable declarations follows common coding patterns seen in many programming languages."
131,new_completion_result_lib_5_combine1.pkl,if (bytes[b_off + b_len - 1] == LEAF_BYTE){},"Yes, this can be considered a common coding pattern or code idiom. 

The reason for this is that it is a simple check that is often used in tree or graph-based data structures to determine if a node in the structure is a leaf node. By checking if the byte at the end of a particular segment of bytes matches a predetermined ""leaf"" byte value, the code can quickly determine if that segment represents a leaf node or not. 

This pattern is so common that it is often used as a standard way of checking for leaf nodes in many different implementations of tree-based data structures. As such, it has become a recognizable, established pattern in the world of programming."
132,new_completion_result_lib_5_combine1.pkl,if (bytes[b_off + b_len - 1] == LEAF_BYTE){b_len--;},"Yes, it can be considered a common coding pattern or code idiom as it checks if the last byte in a given range is a specific byte value (in this case, LEAF_BYTE) and if so, decrements the range length by one. This is a common way to handle edge cases or boundary conditions in programming, where the code needs to make adjustments or apply special logic based on specific conditions."
133,new_completion_result_lib_5_combine1.pkl,shapeRel = SpatialRelation.WITHIN;,"Yes, [shapeRel = SpatialRelation.WITHIN;] can be considered a common coding pattern or code idiom because it is a widely used and recognizable way of setting a spatial relationship between two shapes in many programming languages and libraries such as JavaFX and GeoTools. It is also relatively easy to understand and implement in different contexts, making it a convenient and efficient way of achieving certain spatial operations."
134,new_completion_result_lib_5_combine1.pkl,"if (token == null){token = new String(bytes, b_off, b_len, SpatialPrefixTree.UTF8);}","Yes, it can be considered a common coding pattern or code idiom because it is a simple and concise way to create a new string object from a byte array using the UTF-8 character encoding. This pattern is often used in programming when working with string manipulation and character encoding."
135,new_completion_result_lib_5_combine1.pkl,for (Node cell : cells){cell.shapeRel = rel;},"Yes. 

The code snippet is an example of a common coding pattern or code idiom known as a ""for each"" loop. This loop iterates through each element in the collection ""cells"" and performs the same action on each element. In this case, the action is setting the ""shapeRel"" property to the value of ""rel"". This pattern is commonly used in many programming languages to simplify iteration over collections."
136,new_completion_result_lib_5_combine1.pkl,"while(!cells.isEmpty()){if (cell.getLevel() == detailLevel || cell.isLeaf()){} else{if (!scan){}for(BytesRef term = termsEnum.term(); term != null && StringHelper.startsWith(term,cellTerm); term = termsEnum.next()){scanCell = grid.getNode(term.bytes, term.offset, term.length, scanCell);}}}","Yes, it can be considered a common coding pattern or code idiom. This code block is checking if a list is not empty, iterating through it, checking a condition on each loop, and then performing certain actions based on that condition. This is a common pattern in programming and can be used in various contexts, not just in the given code. Additionally, it follows the principles of flow control, which is also a common pattern in programming."
137,new_completion_result_lib_5_combine1.pkl,"LinkedList<Node> cells = new LinkedList<Node>(        grid.getWorldNode().getSubCells(queryShape) );while(!cells.isEmpty()){if (cell.getLevel() == detailLevel || cell.isLeaf()){} else{if (!scan){cells.addAll(0, cell.getSubCells(queryShape));}for(BytesRef term = termsEnum.term(); term != null && StringHelper.startsWith(term,cellTerm); term = termsEnum.next()){if (termLevel == detailLevel || scanCell.isLeaf()){if(queryShape.relate(cShape) == SpatialRelation.DISJOINT)                continue;}}}}","Yes, it can be considered a common coding pattern or code idiom. 
This code snippet exemplifies the use of linked lists and recursive traversal of a data structure (in this case, a grid) to perform a specific task (in this case, querying certain spatial relationships). This is a common technique in programming, and often necessary when dealing with hierarchical data structures. The use of conditional statements and loops within the recursive function also follow common coding practices."
138,new_completion_result_lib_5_combine1.pkl,while(!cells.isEmpty()){if (seekStat == TermsEnum.SeekStatus.END)        break;},"Yes, it can be considered a common coding pattern or code idiom. This is because it is a common practice to use loops with conditional statements to iterate through data structures such as lists, arrays, or collections. In this specific case, the while loop continues until the cells list is empty or until the TermsEnum.SeekStatus is equal to END. This allows the code to efficiently and effectively process the data while also avoiding infinite loops or unnecessary iterations. Therefore, this pattern can be considered a standard and widely accepted way of iterating through data structures in programming."
139,new_completion_result_lib_5_combine1.pkl,"while(!cells.isEmpty()){if (cell.getLevel() == detailLevel || cell.isLeaf()){} else{scanCell = grid.getNode(nextCellTerm.bytes, nextCellTerm.offset, nextCellTerm.length, scanCell);}}","Yes, it can be considered a common coding pattern, specifically for traversing or iterating through a tree structure. The pattern involves recursively checking each node in the tree and only continuing to traverse down the tree if certain conditions are met. The specific implementation may differ, but the basic structure of checking a condition and either continuing to traverse or stopping the traversal is a commonly used pattern."
140,new_completion_result_lib_5_combine1.pkl,while ((docid = docsEnum.nextDoc()) != DocIdSetIterator.NO_MORE_DOCS){},"Yes, this can be considered a common coding pattern or code idiom because it is used frequently in code that iterates over a set of documents or a collection of data. It is a concise and readable way to loop through a set of documents while also being efficient in terms of memory usage and processing speed. Additionally, this pattern can be easily modified to meet the specific needs of a given project or application."
141,new_completion_result_lib_5_combine1.pkl,while ((docid = docsEnum.nextDoc()) != DocIdSetIterator.NO_MORE_DOCS){bits.fastSet(docid);},"Yes, it can be considered a common coding pattern or code idiom because it is a standard way of iterating through a list of documents while checking for the end of the list using the DocIdSetIterator.NO_MORE_DOCS flag. This code pattern is used in many search engines and information retrieval systems to iterate through result sets and mark the documents that match a query. It is also a concise and efficient way of writing the iteration code, which makes it a popular idiom among developers."
142,new_completion_result_lib_5_combine1.pkl,"if (field.indexed()){f[i] = lat.createField(String.valueOf(latLon[LAT]), lat.indexed() && !lat.omitNorms() ? boost : 1f);}","Yes, it can be considered a common coding pattern or code idiom because it checks if a field is indexed, creates a field with the latitude value if true, and applies a boost factor if the field is also indexed and not omitting norms. This pattern is commonly used to optimize search performance by creating fields and applying boosts that help with relevance ranking."
143,new_completion_result_lib_5_combine1.pkl,"double latMin = bbox.getMinY();if (options.bbox){Query latRange = latField.getType().getRangeQuery(parser, latField,                String.valueOf(latMin),                String.valueOf(latMax),                true, true);}spatial.latMin = latMin;","Yes, it can be considered a common coding pattern or code idiom because it involves retrieving a minimum value from a bounding box and using it to create a range query for a particular field, which can be a common task in spatial data processing. Additionally, the use of getters and setters to modify object properties is a common idiom in object-oriented programming."
144,new_completion_result_lib_5_combine1.pkl,"double lonMin, lonMax, lon2Min, lon2Max;if (bbox.getCrossesDateLine()){lonMin = -180;lonMax = bbox.getMaxX();lon2Min = bbox.getMinX();lon2Max = 180;} else{lonMin = bbox.getMinX();lon2Min = -180;}if (options.bbox){if (lonMin != -180 || lonMax != 180){Query lonRange = lonField.getType().getRangeQuery(parser, lonField,                String.valueOf(lonMin),                String.valueOf(lonMax),                true, true);}}spatial.lonMin = lonMin;","Yes, this can be considered a common coding pattern or code idiom because it is a standard way to handle bounding boxes and spatial queries in programming languages. The code is using conditional statements and variable assignments to set the appropriate longitude ranges for the spatial query, which is a common practice in spatial data processing. The code is also using range queries for the longitude values, which is a standard way to retrieve data within a specified range in many databases and search engines. Overall, this code follows standardized conventions and is likely to be familiar to many developers working with spatial data."
145,new_completion_result_lib_5_combine1.pkl,"double lonMin, lonMax, lon2Min, lon2Max;if (bbox.getCrossesDateLine()){lonMin = -180;lonMax = bbox.getMaxX();lon2Min = bbox.getMinX();lon2Max = 180;} else{lonMin = bbox.getMinX();lon2Min = -180;}if (options.bbox){if (lonMin != -180 || lonMax != 180){if (lon2Min != -180 || lon2Max != 180){lonRange = lonField.getType().getRangeQuery(parser, lonField,                String.valueOf(lon2Min),                String.valueOf(lon2Max),                true, true);}}}spatial.lon2Min = lon2Min;spatial.lon2 = lon2Min != -180 || lon2Max != 180;","Yes, it can be considered a common coding pattern because it defines the range of longitude values based on the bounding box and whether it crosses the date line, and then uses those values to construct a range query for a given field. This type of conditional logic and manipulation of variables based on specific conditions is a common pattern in programming."
146,new_completion_result_lib_5_combine1.pkl,spatial.origField = options.field.getName();,"Yes, it can be considered a common coding pattern or code idiom because it is a common practice to store the original field name in a variable with a specific name like ""origField"" for future reference or use. This ensures that the original field name is not lost or overwritten during any modification or processing of the data. This pattern is widely used in programming languages and is easily identifiable by developers, making it a common idiom."
147,new_completion_result_lib_5_combine1.pkl,"spatial.latSource = latField.getType().getValueSource(latField, parser);","Yes, it can be considered a common coding pattern because it is a standard approach to retrieving a value source for a field in the Lucene search engine. This code idiom is used in many applications that use Lucene for information retrieval and is recommended by the Lucene documentation."
151,new_completion_result_lib_5_combine1.pkl,spatial.lon2 = lon2Min != -180 || lon2Max != 180;,"Yes, it can be considered a common coding pattern or code idiom because it checks if the longitude range is not equal to the entire range of -180 to 180 degrees, which is a common check when working with geographic coordinates. The code is also written in a clear and concise way, making it easily understandable to other programmers."
157,new_completion_result_lib_5_combine1.pkl,double lon = lonVals.doubleVal(doc);double lat = latVals.doubleVal(doc);,"Yes, it can be considered a common coding pattern or code idiom. This code pattern extracts a double value from a document using a variable name and a method call, which is a common practice in many programming languages. Additionally, it follows the convention of declaring variables on separate lines for readability and maintainability purposes."
158,new_completion_result_lib_5_combine1.pkl,if (! ((lon >= lonMin && lon <=lonMax) || (lon2 && lon >= lon2Min && lon <= lon2Max)) ){},"Yes, it can be considered a common coding pattern or code idiom. This type of code block is used to check if a value falls within a specific range or not. It is a simple and effective way of testing multiple conditions at once using logical operators. This pattern is commonly used in many programming languages and can be easily understood by developers with various levels of experience."
159,new_completion_result_lib_5_combine1.pkl,if ( !(lat >= latMin && lat <= latMax) ){},"Yes, it can be considered a common coding pattern or code idiom because it is a concise and efficient way to check if a value is within a certain range. It also follows the logical NOT operator with a comparison expression, which is a widely used syntax in programming."
160,new_completion_result_lib_5_combine1.pkl,double latRad = lat * DistanceUtils.DEGREES_TO_RADIANS;,"Yes, it can be considered a common coding pattern or code idiom because it is a frequently used way to convert degrees to radians in geospatial calculations. This pattern is widely used in the geospatial community and is considered a best practice for accurately calculating distances and other measurements on the Earth's surface."
163,new_completion_result_lib_5_combine1.pkl,for(;;){if (doc>=maxDoc){}},"Yes, it can be considered a common coding pattern or code idiom known as an infinite loop. The loop will continue to execute until the condition is met, resulting in a continuous iteration. It is often used in situations where the number of iterations is unknown or unpredictable. However, it is important to include a break condition within the loop to avoid an endless loop that can cause the program to crash or become unresponsive."
164,new_completion_result_lib_5_combine1.pkl,doc=target-1;,"Yes, [doc=target-1;] can be considered a common coding pattern or code idiom because it is a commonly used way to specify a target for a link or anchor in HTML. Its syntax is widely recognized and understood in the web development community, making it a standard convention for creating links and references to specific parts of a web page. Additionally, it is supported by most modern web browsers and is included in the HTML standard, further solidifying its status as a common coding pattern."
165,new_completion_result_lib_5_combine1.pkl,"double dist = (doc == lastDistDoc) ? lastDist : dist(latVals.doubleVal(doc), lonVals.doubleVal(doc));","Yes, it can be considered a common coding pattern or code idiom. 

This is because it uses a ternary operator to check a Boolean condition and assign a value accordingly. This pattern is commonly used in many programming languages to simplify code and make it more concise. Additionally, the ternary operator's use in this specific line of code helps reduces duplication and improve performance by avoiding unnecessary calculations. Overall, this pattern is often used to improve code readability, maintainability, and efficiency."
167,new_completion_result_lib_5_combine1.pkl,"spatialScorer = new SpatialScorer(context, null, weight, 1.0f);","Yes, it can be considered a common coding pattern or code idiom in Java programming. The use of the ""new"" keyword to instantiate an object of a particular class and passing in certain parameters is a common practice in Java. The specific use case of instantiating a SpatialScorer object with a given context, weight, and score factor is also a common pattern in applications that require spatial scoring functionality. Therefore, this line of code can be considered a common coding pattern or code idiom."
